qnum,Question,Responses,Total,Male,Female,High School or less,Some college,College graduate,"Under $25,000","$25-49,999","$50-74,999","$75-99,999","$100-149,999","Over $150,000",White,Black,Other race,18-29,30-44,45-64,65+,Liberal,Moderate,Conservative,Republican,Democrat,Independent
11,,,0.065651623,0.056818182,0.072769953,0.073394495,0.038216561,0.070351759,0.094594595,0.082474227,0.10619469,0.042105263,0.06,0.054545455,0.060150376,0.058461538,0.142857143,0.021276596,0.088888889,0.072815534,0.066176471,0.092178771,0.02,0.071823204,0,0.072,0.056910569
11,,Don't know,38.73745972,17,21,8,8,20,4,3,6,5,4,7,15,20,5,3,13,11,9,19,9,5,5,24,4
11,,,0.049727163,0.048295455,0.049295775,0.036697248,0.050955414,0.050251256,0.054054054,0.030927835,0.053097345,0.052631579,0.04,0.031818182,0.037593985,0.061538462,0.089285714,0.021276596,0.048148148,0.053398058,0.066176471,0.053072626,0.045,0.027624309,0.043478261,0.048,0.032520325
12,"Do you think the City of Atlanta is generally headed in the right direction, or do you think things are off on the wrong track in terms of managing the coronavirus pandemic?",Right direction,459.5500853,234,226,96,92,270,26,40,62,60,70,167,286,145,28,83,160,132,73,238,120,93,74,305,68
12,,,0.589923088,0.664772727,0.530516432,0.440366972,0.585987261,0.680100756,0.346666667,0.412371134,0.553571429,0.631578947,0.7,0.759090909,0.718592965,0.446153846,0.509090909,0.592857143,0.592592593,0.643902439,0.536764706,0.664804469,0.6,0.513812155,0.643478261,0.61,0.557377049
12,,Wrong track,210.4088785,72,138,89,37,83,36,45,35,27,20,25,66,126,18,48,73,48,32,76,64,61,23,135,44
12,,,0.270101256,0.204545455,0.323943662,0.408256881,0.23566879,0.20906801,0.48,0.463917526,0.3125,0.284210526,0.2,0.113636364,0.165829146,0.387692308,0.327272727,0.342857143,0.27037037,0.234146341,0.235294118,0.212290503,0.32,0.337016575,0.2,0.27,0.360655738
12,,Mixed,46.38328148,19,27,10,13,22,5,4,4,6,7,13,24,18,4,3,18,12,9,24,3,9,7,28,3
12,,,0.059542081,0.053977273,0.063380282,0.04587156,0.082802548,0.055415617,0.066666667,0.041237113,0.035714286,0.063157895,0.07,0.059090909,0.060301508,0.055384615,0.072727273,0.021428571,0.066666667,0.058536585,0.066176471,0.067039106,0.015,0.049723757,0.060869565,0.056,0.024590164
12,,Don't know,62.65775476,27,35,23,15,22,8,8,11,2,3,15,22,36,5,6,19,13,22,20,13,18,11,32,7
12,,,0.080433575,0.076704545,0.082159624,0.105504587,0.095541401,0.055415617,0.106666667,0.082474227,0.098214286,0.021052632,0.03,0.068181818,0.055276382,0.110769231,0.090909091,0.042857143,0.07037037,0.063414634,0.161764706,0.055865922,0.065,0.099447514,0.095652174,0.064,0.057377049
13,"Is there any area within a mile of where you live, where you would be afraid to walk alone at night?",Yes,476.3108459,190,286,100,93,279,43,53,87,48,53,145,266,174,37,77,164,130,87,220,99,131,82,312,57
13,,,0.611438827,0.538243626,0.671361502,0.458715596,0.592356688,0.701005025,0.573333333,0.546391753,0.776785714,0.510638298,0.524752475,0.659090909,0.668341709,0.533742331,0.660714286,0.55,0.607407407,0.634146341,0.639705882,0.61452514,0.492537313,0.723756906,0.713043478,0.622754491,0.463414634
13,,No ,292.040029,162,130,110,64,117,29,44,21,46,48,74,131,144,17,63,106,71,45,137,94,50,33,180,66
13,,,0.374890923,0.458923513,0.305164319,0.504587156,0.407643312,0.293969849,0.386666667,0.453608247,0.1875,0.489361702,0.475247525,0.336363636,0.329145729,0.441717791,0.303571429,0.45,0.392592593,0.346341463,0.330882353,0.382681564,0.467661692,0.276243094,0.286956522,0.359281437,0.536585366
13,,Don't know,10.64912517,1,10,8,0,2,3,0,4,0,0,1,1,8,2,0,0,4,4,1,8,0,0,9,0
13,,,0.013670251,0.002832861,0.023474178,0.036697248,0,0.005025126,0.04,0,0.035714286,0,0,0.004545455,0.002512563,0.024539877,0.035714286,0,0,0.019512195,0.029411765,0.002793296,0.039800995,0,0,0.017964072,0
